FONTE,NATUREZA DA OCORRÊNCIA,HISTÓRICO DA OCORRÊNCIA
CIOPS,MORTE A BALA  09H21,"LOCAL: RUA JOAQUIM ALFREDO, VILA MANOEL SÁTIRO.  VÍTIMA: ELIEU R. C. SUSPEITO: NÃO IDENTIFICADO."
CIOPS,MORTE A BALA 13H25,"LOCAL: RUA CEL MIGUEL DIAS, EDSON QUEIROZ.  VÍTIMA: RAFAEL V. S. SUSPEITO: NÃO IDENTIFICADO."
CIOPS,PORTE ILEGAL DE ARMA (FLAGRANTE) 16H32,"LOCAL:RUACAPITÃOARAGÃO,AEROLÂNDIA.ARMAAPREENDIDA:REVÓLVER,CAL.38.SUSPEITO:PAULOJHONYDASILVAFRANÇA,20ANOS,FOI CONDUZIDO À DELEGACIA COMPETENTE."
CIOPS,PORTE ILEGAL DE ARMA (ATO INFRACIONAL) 20H47,"LOCAL:RUADOCOMÉRCIO,EDSONQUEIROZ.ARMAAPREENDIDA:REVÓLVERCAL.38.SUSPEITO:MENORDEIDADE,FOICONDUZIDOÀDELEGACIA COMPETENTE."
CIOPS,TRÁFICO DE ENTORPECENTES  (FLAGRANTE) 00H18,"LOCAL:AV.PASTEUR,PIRAMBU.SUSPEITO:1aMAIARADAFROTADACRUZ,21ANOS.2°FÁBIORODRIGUESDOSSANTOS,24ANOS.DROGAS
APREENDIDAS: CRACK E  MACONHA. OS SUSPEITOS FORAM CONDUZIDOS À DELEGACIA COMPETENTE."
CIOPS,TRÁFICO DE ENTORPECENTES  (ATO INFRACIONAL)  00H27,"LOCAL:RUASABINOMONTE,SÃOJOÃODOTAUAPE.SUSPEITO:MENORDEIDADE.DROGAAPREENDIDA:CRACK.OSUSPEITOFOICONDUZIDOÀ DELEGACIA COMPETENTE."
CIOPS,TRÁFICO DE ENTORPECENTES  (ATO INFRACIONAL) 00H36,"LOCAL:RUAVIADUTOMOREIRADAROCHA,CENTRO.SUSPEITOS:DOISMENORESDEIDADE.DROGAAPREENDIDA:CRACK.OSSUSPEITOSFORAM CONDUZIDOS À DELEGACIA COMPETENTE."
CIOPS,TRÁFICO DE ENTIORPECENTES  (AUTO DE APREENSÃO) 10H33,"LOCAL: RUA PONTAMAR, CAIS DO PORTO.  SUSPEITOS: DOIS MENORES DE IDADE, FORAM CONDUZIDOS À DELEGACIA COMPETENTE."
CIOPS,TRÁFICO DE ENTORPECENTES (FLAGRANTE) 13H59,"LOCAL: TV. BOA ESPERANÇA, SÃO JOÃO TAUAPE.SUSPEITO: BRUNO PEREIRA DE OLIVEIRA, 30 ANOS. DROGA APREENDIDA:MACONHA. O SUSPEITO FOI CONDUZIDO À DELEGACIA COMPETENTE."
CIOPS,LESÃO CORPORAL (FLAGRANTE) 17H00,"LOCAL:AV.FRANCISCOSÁ,ÁLVAROWEYNE.VÍTIMA:ANTÔNIAK.O.L.SUSPEITA:ALINEDASILVAMOURA,23ANOS.ASUSPEITAFOICONDUZIDAÀ DELEGACIA COMPETENTE."
CIOPS,ROUBO A PESSOA (FLAGRANTE) 18H49,"LOCAL:AV.PONTESVIEIRA,DIONÍSIOTORRES.VÍTIMA:FRANCISCOE.F.SUSPEITO:PAULOVICTORCARNEIRODEMORAIS,29ANOS.OSUSPEITOFOI CONDUZIDO À DELEGACIA COMPETENTE."
CIOPS,PORTE ILEGAL DE ARMA  (ATO INFRACIONAL) 19H31,"LOCAL: RUA PAULOMOTA, AUTRAN NUNES.SUSPEITO: MENOR DE IDADE, FOI CONDUZIDOÀ DELEGACIA COMPETENTE. APREENDIDO: SIMULACRO DE PISTOLA."
