FONTE,NATUREZA DA OCORRÊNCIA,HISTÓRICO DA OCORRÊNCIA
CIOPS,MORTE A BALA 12:23,"LOCAL: RUA GENERAL LIMA E SILVA, AEROLÂNDIA.  VÍTIMA: MENOR DE IDADE. SUSPEITOS: NÃO IDENTIFICADOS"
CIOPS,MORTE A BALA 13:02,"LOCAL: RUA TIBURCIO RODRIGUES, SÃO JOÃO DO TAUAPE.  VÍTIMA: RAIMUNDO N.F.N. SUSPEITOS: NÃO IDENTIFICADOS"
CIOPS,MORTE A BALA 19:05,"LOCAL: RUA GUILHERME CAPIBARIBE, ANCURI. VÍTIMA: NÃO IDENTIFICADA. SUSPEITOS: NÃO IDENTIFICADOS"
CIOPS,MORTE A BALA SEGUIDO DE LESÃO CORPORAL 21:03,"LOCAL: RUA FRANCO ROCHA, PICI.VÍTIMA FATAL: JOSÉ C.G.S. VÍTIMAS NÃO FATAIS: 1a-JOSIELS. N. 2a- ESTEFANIA S.B.3a – MENOR DE IDADE. VITIMA
LESIONADAS SOCORRIDAS AO HOSPITAS. SUSPEITOS: NÃO IDENTIFICADOS."
CIOPS,PORTE ILEGAL DE ARMA  (ATO INFRACIONAL) 10:51,"LOCAL:RUASAFIRA,BARROSO.SUSPEITO:MENORDEIDADE.ARMAAPREENDIDA:REVOLVERCALIBRE38.SUSPEITOCONDUZIDOADELEGACIA COMPETENTE."
CIOPS,PORTE ILEGAL DE ARMA / ARMAS APREENDIDAS / ATO INFRACIONAL 22:44,"LOCAL: TRAVESSA SOCIAL, AEROLÂNDIA. SUSPEITO: MENOR DE IDADE.ARMAS APREENDIDAS: 1a- UM REVÓLVER CALIBRE 38. 2a- UM REVÓLVER CALIBR
38. 3a- UMA PISTOLA 380. SUSPEITO CONDUZIDO A DELEGACIA."
CIOPS,TRÁFICO DE ENTORPECENTES. (ATO INFRACIONAL) 00:40,"LOCAL: RUASANTA INÊS,PIRAMBÚ.SUSPEITO:MENOR DEIDADE. DROGAAPREENDIDA: MACONHAE BALANÇADE PRECISÃO E CERTAQUANTIA E ESPÉCIE. SUSPEITO CONDUZIDO A DELEGACIA."
CIOPS,FURTO A OUTROS  (FLAGRANTE) 08:53,"LOCAL:RUATENENTEBENÉVOLO, MEIRELES.SUSPEITO; EMANUEL PESSOA MACHADO,27 ANOS.VÍTIMA: WESLEYB.S. MATERIAL:FERRAMENTAS D
CONSTRUÇÃO. SUSPEITO CONDUZIDO A DELEGACIA."
CIOPS,VEICULO LOCALIZADO 02:11,"LOCAL: AV. OLIVEIRA PAIVA, CIDADE DOS FUNCIONÁRIOS.  VEÍCULO: COROLLA BRANCO, 2016/2017, PNB9495-CE."
CIOPS,VEICULO LOCALIZADO 07:16,"LOCAL: RUA VICENTE MARTINS, HENRIQUE JORGE.  VEÍCULO: HILUX CD4X4 SRV, BRANCA, 2014, PMR3669-CE."
CIOPS,VEICULO LOCALIZADO 07:48,"LOCAL: RUA MARIO DE ANDRADE, BELA VISTA.  VEÍCULO: VW/NOVO GOL 1.0, BRANCA, 2014, OSR1388-CE."
CIOPS,VEÍCULO LOCALIZADO   08:06,"LOCAL: RUA MARIA ALICE FERRAZ, LUCIANO CAVALCANTE.  VEÍCULO: HB20 1.6, VERMELHA, 2015, PNC3137-CE."
